FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Community Savings Bond Fund,2017-06-08,Pfizer Inc.,821136,4427,650452915,701,794,158
Sustainable Retail Fund,2021-04-06,Tencent Holdings Ltd.,243726,-3179,560910988,603,391,422
Impact Credit Strategies Fund,2019-03-01,Bayerische Motoren Werke AG,948482,-4972,673096206,461,546,765
Sustainable Retail Fund,2017-03-19,Comcast Corp.,102667,-792,42636306,472,262,57
Equity Diversified Selection Fund,2017-06-25,Deutsche Telekom AG,989706,-3604,335692444,391,339,319
Fixed Maturity 2025 Bond Fund,2021-06-09,Sony Group Corp.,777280,2299,603675408,377,688,37
Target Maturity 2029 Bond Fund,2018-11-11,"PetroChina Co., Ltd.",296900,-1917,243061660,51,459,130
Community Savings Bond Fund,2018-04-30,Comcast Corp.,22618,-1869,315366004,139,724,366
International Fixed Duration Fund,2017-04-19,Mercedes-Benz Group AG,703279,2495,494582804,970,589,955
Fixed Maturity 2027 Bond Fund,2022-08-02,"AbbVie, Inc.",845031,-631,249612275,523,188,973
Impact Credit Strategies Fund,2021-08-10,"UnitedHealth Group, Inc.",235882,1479,568012077,166,775,117
Impact Credit Strategies Fund,2018-06-19,TotalEnergies SE,64077,-4679,835835374,362,150,847
Community Savings Bond Fund,2021-05-28,Tencent Holdings Ltd.,885921,1453,282688035,130,71,617
International Fixed Duration Fund,2022-01-28,"UnitedHealth Group, Inc.",425164,205,591936188,641,709,590
European High Yield Bond Fund,2021-05-12,Tencent Holdings Ltd.,137522,2036,121535581,379,303,395
Fixed Maturity 2027 Bond Fund,2022-06-28,Pfizer Inc.,699327,2632,222907448,915,638,114
Target Maturity 2029 Bond Fund,2022-05-01,"AbbVie, Inc.",95817,1164,973067393,425,364,231
Fixed Maturity 2027 Bond Fund,2020-10-04,Tencent Holdings Ltd.,544650,-4823,712853343,764,880,998
Sustainable Retail Fund,2018-09-13,Intel Corp.,581253,2198,901544862,444,191,383
Equity Diversified Selection Fund,2021-10-20,Bayerische Motoren Werke AG,311715,321,206114030,577,333,531
Equity Diversified Selection Fund,2020-02-07,"UnitedHealth Group, Inc.",588534,1242,937027664,779,280,234
Community Savings Bond Fund,2020-06-14,"Taiwan Semiconductor Manufacturing Co., Ltd.",364285,3936,57425233,206,87,41
Fixed Maturity 2025 Bond Fund,2019-10-11,China Mobile Ltd.,38997,3412,89793730,119,789,526
European High Yield Bond Fund,2018-01-31,Mercedes-Benz Group AG,67256,-2140,745991021,318,626,16
Impact Credit Strategies Fund,2018-05-24,"Verizon Communications, Inc.",97527,4305,232772232,963,661,310
Target Maturity 2029 Bond Fund,2020-06-07,"UnitedHealth Group, Inc.",990246,3155,756778292,451,633,609
Sustainable Retail Fund,2019-07-22,"Samsung Electronics Co., Ltd.",73061,2858,817911650,646,995,59
Sustainable Retail Fund,2018-06-15,Comcast Corp.,118029,3241,946411630,500,11,574
Global Short Term Credit Fund,2017-08-11,TotalEnergies SE,207071,-4834,919261195,761,723,147
Global Cross Asset Fund,2019-02-20,Reliance Industries Ltd.,734005,3140,813768991,680,432,714
Impact Credit Strategies Fund,2019-10-05,Comcast Corp.,960414,-2575,24056764,240,426,563
Impact Credit Strategies Fund,2017-11-13,China Mobile Ltd.,251315,4461,656451483,711,698,510
Community Savings Bond Fund,2022-03-25,Tencent Holdings Ltd.,689472,-140,915085068,282,104,608
Global Cross Asset Fund,2021-03-24,Deutsche Telekom AG,952915,-2365,782355333,60,711,71
Impact Credit Strategies Fund,2020-12-22,Deutsche Telekom AG,812980,2236,951702568,211,15,292
Global Short Term Credit Fund,2021-12-26,Shell Plc,555544,3861,810948795,176,112,333
Sustainable Retail Fund,2017-07-16,Mercedes-Benz Group AG,246123,4787,902863140,645,148,274
Target Maturity 2029 Bond Fund,2019-12-04,Intel Corp.,213333,4404,330057290,788,392,297
Community Savings Bond Fund,2018-03-01,Gazprom PJSC,121803,180,64788487,319,202,131
Fixed Maturity 2025 Bond Fund,2020-02-09,"UnitedHealth Group, Inc.",240860,-3757,76056916,810,485,762
Global Short Term Credit Fund,2018-04-15,Bayerische Motoren Werke AG,206551,964,260047722,905,256,198
Global Short Term Credit Fund,2020-05-15,Reliance Industries Ltd.,822282,-3333,92376067,783,678,87
Community Savings Bond Fund,2020-09-04,"AbbVie, Inc.",909750,-3715,263426755,184,722,286
Fixed Maturity 2025 Bond Fund,2021-02-07,Gazprom PJSC,168929,774,37512953,695,865,26
International Fixed Duration Fund,2021-01-01,Gazprom PJSC,714076,647,620740218,354,863,540
Target Maturity 2029 Bond Fund,2022-10-28,Shell Plc,801123,-276,665566838,95,938,600
Target Maturity 2029 Bond Fund,2021-10-15,Petróleo Brasileiro SA,181662,1425,699660851,49,494,585
Target Maturity 2029 Bond Fund,2018-01-18,Bayerische Motoren Werke AG,509969,2816,20139860,837,667,561
European High Yield Bond Fund,2018-03-18,"Verizon Communications, Inc.",968120,3854,90604661,476,131,524
Community Savings Bond Fund,2017-04-14,Reliance Industries Ltd.,379408,-311,791322223,879,876,603
Global Cross Asset Fund,2020-03-09,Saudi Arabian Oil Co.,224802,512,872392523,505,351,866
Fixed Maturity 2027 Bond Fund,2020-04-24,Sony Group Corp.,812510,-3726,691760899,76,401,866
International Fixed Duration Fund,2021-02-20,"AbbVie, Inc.",209411,-4599,684331888,258,133,792
Target Maturity 2029 Bond Fund,2022-08-03,"Verizon Communications, Inc.",748546,2892,635168823,139,401,290
Community Savings Bond Fund,2018-04-01,"Samsung Electronics Co., Ltd.",406770,936,126309655,359,557,857
Fixed Maturity 2025 Bond Fund,2018-04-10,"Verizon Communications, Inc.",241128,-4176,199247358,281,420,511
Community Savings Bond Fund,2018-11-29,"Taiwan Semiconductor Manufacturing Co., Ltd.",400623,1275,17107451,835,200,599
Impact Credit Strategies Fund,2021-03-03,Pfizer Inc.,436149,4391,42417828,133,690,577
Global Cross Asset Fund,2019-12-23,Comcast Corp.,120481,-3278,436935142,679,886,139
Target Maturity 2029 Bond Fund,2019-01-23,Bayerische Motoren Werke AG,824907,-4523,996151344,587,259,358
Impact Credit Strategies Fund,2017-09-07,Sony Group Corp.,990207,971,520174144,99,283,285
Impact Credit Strategies Fund,2020-10-20,"Verizon Communications, Inc.",884930,-3371,569737646,706,807,949
Target Maturity 2029 Bond Fund,2018-03-10,Pfizer Inc.,336915,-1188,378151556,537,218,734
Global Cross Asset Fund,2018-10-02,Reliance Industries Ltd.,770747,3050,569180386,916,322,217
Sustainable Retail Fund,2022-07-12,Sony Group Corp.,547646,-4326,59282916,175,12,783
Sustainable Retail Fund,2022-11-02,Shell Plc,917791,-1313,728801839,801,318,367
Equity Diversified Selection Fund,2018-02-07,"UnitedHealth Group, Inc.",740503,1627,60565100,164,614,628
Global Short Term Credit Fund,2022-01-13,Pfizer Inc.,540627,-1383,392737164,198,367,451
Impact Credit Strategies Fund,2022-07-09,Mercedes-Benz Group AG,59685,3691,193372026,914,309,195
Community Savings Bond Fund,2017-09-18,Tencent Holdings Ltd.,722756,1053,706952216,496,171,487
Fixed Maturity 2025 Bond Fund,2019-08-01,Comcast Corp.,622960,-3862,534755918,238,923,441
Global Short Term Credit Fund,2019-03-22,"AT&T, Inc.",641797,2026,261062799,226,818,763
Equity Diversified Selection Fund,2019-10-29,TotalEnergies SE,492748,-3615,602115323,235,210,328
Sustainable Retail Fund,2018-08-24,Comcast Corp.,450960,-853,956387071,326,296,693
Impact Credit Strategies Fund,2022-08-17,Saudi Arabian Oil Co.,758268,-3704,979005589,651,827,725
Fixed Maturity 2025 Bond Fund,2022-10-31,Tencent Holdings Ltd.,601888,3028,339077858,801,167,895
Fixed Maturity 2025 Bond Fund,2022-02-17,Sony Group Corp.,947047,4349,356807670,28,580,344
Fixed Maturity 2025 Bond Fund,2021-12-02,Bayerische Motoren Werke AG,361790,-357,175160164,650,925,685
European High Yield Bond Fund,2020-07-26,Reliance Industries Ltd.,630223,4301,566289473,999,880,273
Fixed Maturity 2027 Bond Fund,2017-09-07,"PetroChina Co., Ltd.",173388,-257,734791984,388,759,449
Global Cross Asset Fund,2021-10-31,"Verizon Communications, Inc.",5007,4172,980008104,442,932,950
Fixed Maturity 2027 Bond Fund,2019-05-20,Deutsche Telekom AG,599250,-2535,768430481,781,100,960
Community Savings Bond Fund,2022-10-16,Comcast Corp.,494439,3098,234910206,120,513,939
Global Short Term Credit Fund,2017-09-06,"PetroChina Co., Ltd.",23839,1572,28745232,869,404,427
Target Maturity 2029 Bond Fund,2021-05-15,"Samsung Electronics Co., Ltd.",394053,3138,196321971,370,339,59
Global Short Term Credit Fund,2022-01-05,"AbbVie, Inc.",39795,2729,164592350,550,557,288
Impact Credit Strategies Fund,2017-03-02,Pfizer Inc.,666779,4598,755243854,480,423,495
Community Savings Bond Fund,2019-01-03,TotalEnergies SE,721566,2693,445667322,299,44,986
Community Savings Bond Fund,2017-05-26,Comcast Corp.,736993,2216,664703458,134,388,494
European High Yield Bond Fund,2020-05-12,"Taiwan Semiconductor Manufacturing Co., Ltd.",106056,4933,207975135,320,120,536
European High Yield Bond Fund,2022-02-12,Tencent Holdings Ltd.,196467,4250,825878088,995,882,995
Target Maturity 2029 Bond Fund,2018-03-12,Intel Corp.,809035,766,322552115,577,47,472
Global Short Term Credit Fund,2022-10-26,"AbbVie, Inc.",460023,-2983,792553377,905,623,388
Sustainable Retail Fund,2019-12-21,"Verizon Communications, Inc.",749809,4582,922750020,701,785,471
International Fixed Duration Fund,2021-10-11,"AT&T, Inc.",522645,-1659,566915838,385,422,877
European High Yield Bond Fund,2018-12-24,"Taiwan Semiconductor Manufacturing Co., Ltd.",437339,-1268,886023935,394,901,216
European High Yield Bond Fund,2018-08-06,Tencent Holdings Ltd.,383003,4097,703656761,701,853,105
Fixed Maturity 2027 Bond Fund,2020-04-08,Petróleo Brasileiro SA,456381,1076,334551731,148,234,482
Impact Credit Strategies Fund,2019-12-21,"AT&T, Inc.",68989,-1803,894764947,684,393,885
Community Savings Bond Fund,2021-06-25,Bayerische Motoren Werke AG,635322,-289,200313024,116,235,220
Sustainable Retail Fund,2018-02-01,China Mobile Ltd.,129635,765,898223513,449,911,204
European High Yield Bond Fund,2018-12-08,Industrial & Commercial Bank of China Ltd.,635477,496,73984828,503,848,867
Community Savings Bond Fund,2021-12-16,Sony Group Corp.,518398,-2591,649950737,714,581,111
Fixed Maturity 2027 Bond Fund,2020-06-08,Comcast Corp.,465573,-384,523632655,233,896,573
Fixed Maturity 2025 Bond Fund,2017-09-01,Bayerische Motoren Werke AG,970637,4531,704781944,590,663,303
Target Maturity 2029 Bond Fund,2019-05-15,"UnitedHealth Group, Inc.",667187,2964,104398497,52,688,159
Impact Credit Strategies Fund,2019-06-23,"Taiwan Semiconductor Manufacturing Co., Ltd.",3913,-3170,784317634,698,379,231
Impact Credit Strategies Fund,2022-04-08,Sony Group Corp.,432614,4140,800170828,963,763,521
Global Short Term Credit Fund,2020-01-29,"Taiwan Semiconductor Manufacturing Co., Ltd.",460560,-2254,316700095,605,310,104
European High Yield Bond Fund,2018-12-14,TotalEnergies SE,616133,3607,874384661,762,628,870
Fixed Maturity 2025 Bond Fund,2017-07-08,China Mobile Ltd.,321852,-3766,19871955,673,385,589
International Fixed Duration Fund,2020-01-25,Industrial & Commercial Bank of China Ltd.,589333,-490,720833592,342,151,131
Community Savings Bond Fund,2018-03-04,Deutsche Telekom AG,546307,-4546,16626927,297,915,436
International Fixed Duration Fund,2020-12-26,Comcast Corp.,414425,-1819,234457473,486,742,933
Target Maturity 2029 Bond Fund,2020-10-10,China Mobile Ltd.,226129,-4857,492151626,83,743,547
Fixed Maturity 2025 Bond Fund,2017-09-29,"PetroChina Co., Ltd.",890626,3759,150880772,291,84,547
Community Savings Bond Fund,2022-04-01,Gazprom PJSC,112213,3225,246865938,848,27,90
Global Short Term Credit Fund,2020-07-21,"PetroChina Co., Ltd.",673619,1149,981871011,77,621,902
Sustainable Retail Fund,2017-04-11,Saudi Arabian Oil Co.,514069,3004,94485552,546,775,192
Fixed Maturity 2027 Bond Fund,2018-10-19,Reliance Industries Ltd.,296179,-3368,829488905,415,897,600
Fixed Maturity 2027 Bond Fund,2017-11-22,TotalEnergies SE,167588,2624,303332710,927,165,474
Impact Credit Strategies Fund,2019-12-01,Gazprom PJSC,112425,-76,774170591,46,585,81
Equity Diversified Selection Fund,2017-08-23,Intel Corp.,620027,1892,520648446,380,952,183
Impact Credit Strategies Fund,2021-08-14,Mercedes-Benz Group AG,759280,-3157,352444085,453,143,375
Impact Credit Strategies Fund,2017-07-27,China Mobile Ltd.,962044,2482,113187190,419,223,682
Sustainable Retail Fund,2019-10-24,"Verizon Communications, Inc.",150987,-551,279179421,796,126,551
Equity Diversified Selection Fund,2021-08-06,"Verizon Communications, Inc.",325547,62,541611931,184,227,513
Global Short Term Credit Fund,2018-05-19,TotalEnergies SE,907379,-2724,28638706,624,924,697
Target Maturity 2029 Bond Fund,2020-08-23,Mercedes-Benz Group AG,643484,300,352518547,81,608,552
International Fixed Duration Fund,2018-07-07,"AbbVie, Inc.",86002,-2991,347432986,273,948,923
Fixed Maturity 2027 Bond Fund,2017-12-25,Deutsche Telekom AG,559250,3943,248998764,812,529,846
Community Savings Bond Fund,2019-01-18,Sony Group Corp.,857132,4789,842130799,869,661,695
Target Maturity 2029 Bond Fund,2018-05-05,TotalEnergies SE,751209,40,22608721,614,359,463
Impact Credit Strategies Fund,2022-04-20,Sony Group Corp.,846417,-3210,132839537,975,146,211
Global Cross Asset Fund,2017-06-18,"Verizon Communications, Inc.",878699,2095,836229369,46,380,859
Global Cross Asset Fund,2021-03-20,Pfizer Inc.,328353,1152,942006854,992,583,224
European High Yield Bond Fund,2018-12-27,Industrial & Commercial Bank of China Ltd.,478724,3851,297991989,988,989,758
Global Short Term Credit Fund,2022-06-12,Tencent Holdings Ltd.,123907,-1324,296586094,589,468,726
Global Short Term Credit Fund,2021-12-18,Comcast Corp.,224268,2027,422469115,784,330,55
Fixed Maturity 2025 Bond Fund,2019-03-27,China Mobile Ltd.,223022,-1915,64248651,532,278,384
Global Cross Asset Fund,2021-11-04,"PetroChina Co., Ltd.",705244,-1302,50510043,326,799,813
Equity Diversified Selection Fund,2019-04-02,Pfizer Inc.,191332,4413,699165404,375,516,30
Equity Diversified Selection Fund,2022-07-02,Saudi Arabian Oil Co.,423278,2944,561778924,871,98,721
International Fixed Duration Fund,2018-11-03,China Mobile Ltd.,235002,2783,639977042,975,702,942
Global Cross Asset Fund,2022-07-18,Bayerische Motoren Werke AG,900287,605,743509906,689,797,225
Target Maturity 2029 Bond Fund,2022-12-14,China Mobile Ltd.,293620,1744,606605213,794,389,810
International Fixed Duration Fund,2019-08-11,"Taiwan Semiconductor Manufacturing Co., Ltd.",87592,4890,484337421,86,528,916
Global Short Term Credit Fund,2017-07-04,Petróleo Brasileiro SA,665137,757,156035221,882,166,891
Global Short Term Credit Fund,2017-07-31,"Verizon Communications, Inc.",783880,2726,120393605,767,869,532
European High Yield Bond Fund,2018-09-07,Gazprom PJSC,116447,-2909,623556422,753,186,45
Fixed Maturity 2027 Bond Fund,2022-12-24,Gazprom PJSC,711549,-1051,618245224,190,316,71
Impact Credit Strategies Fund,2022-05-28,Gazprom PJSC,226107,-3201,874112959,840,935,735
Impact Credit Strategies Fund,2019-06-10,Sony Group Corp.,880976,-395,785825106,837,61,577
Global Short Term Credit Fund,2022-01-07,Tencent Holdings Ltd.,944521,-402,531322929,180,507,539
Equity Diversified Selection Fund,2021-01-08,"Verizon Communications, Inc.",547971,4213,329284876,233,999,167
Global Short Term Credit Fund,2021-02-05,Gazprom PJSC,439342,-3124,101952242,834,101,24
International Fixed Duration Fund,2017-05-02,Mercedes-Benz Group AG,516687,2349,807709742,361,258,864
Community Savings Bond Fund,2017-05-07,"Samsung Electronics Co., Ltd.",340317,4517,269238211,261,969,558
European High Yield Bond Fund,2021-10-30,Sony Group Corp.,994227,-4607,672622572,682,507,445
Global Short Term Credit Fund,2017-02-03,Deutsche Telekom AG,137080,2787,717049500,556,373,723
Equity Diversified Selection Fund,2021-08-09,Sony Group Corp.,172024,-2782,89708917,153,511,761
Impact Credit Strategies Fund,2017-07-14,"Taiwan Semiconductor Manufacturing Co., Ltd.",135816,-1232,152037324,739,587,661
Global Cross Asset Fund,2020-01-08,Comcast Corp.,534041,1486,262530872,991,391,826
Target Maturity 2029 Bond Fund,2020-10-18,"AbbVie, Inc.",431437,-1815,757952321,19,455,388
Equity Diversified Selection Fund,2021-06-13,Reliance Industries Ltd.,713968,4287,999752786,933,777,225
Fixed Maturity 2025 Bond Fund,2018-01-06,Reliance Industries Ltd.,347070,-3363,760506507,447,472,875
Target Maturity 2029 Bond Fund,2017-08-04,"Taiwan Semiconductor Manufacturing Co., Ltd.",138967,-3307,825759856,497,153,63
International Fixed Duration Fund,2017-05-26,"AT&T, Inc.",818832,-1131,877449598,163,570,26
Impact Credit Strategies Fund,2022-11-22,Pfizer Inc.,238817,-2281,343556887,203,871,866
Target Maturity 2029 Bond Fund,2021-05-24,Deutsche Telekom AG,533504,4631,961989828,948,470,44
Fixed Maturity 2027 Bond Fund,2020-10-04,Shell Plc,213636,3721,438704711,366,943,677
Equity Diversified Selection Fund,2019-09-11,Tencent Holdings Ltd.,922084,-4149,341876267,53,657,838
Equity Diversified Selection Fund,2017-08-24,Shell Plc,979986,-3518,70477141,475,904,716
Fixed Maturity 2025 Bond Fund,2017-11-14,Pfizer Inc.,211199,-2369,694691182,651,465,979
Fixed Maturity 2025 Bond Fund,2017-06-28,"PetroChina Co., Ltd.",501588,4081,765347353,189,77,16
Community Savings Bond Fund,2021-08-17,Gazprom PJSC,373547,-4353,298032188,261,148,438
Target Maturity 2029 Bond Fund,2017-11-21,Petróleo Brasileiro SA,931527,4111,559821492,770,746,416
Global Short Term Credit Fund,2018-09-27,Sony Group Corp.,486607,1943,124487809,881,201,874
European High Yield Bond Fund,2020-03-06,Intel Corp.,493119,-4581,305296884,372,689,245
Sustainable Retail Fund,2022-08-25,Reliance Industries Ltd.,989660,-3551,506534643,230,854,557
Equity Diversified Selection Fund,2022-08-01,Comcast Corp.,318561,2042,455343595,657,631,930
Global Short Term Credit Fund,2019-04-08,Industrial & Commercial Bank of China Ltd.,207312,1945,91145194,302,456,337
European High Yield Bond Fund,2018-01-27,Comcast Corp.,744307,-2673,206938707,231,744,730
International Fixed Duration Fund,2020-07-08,"UnitedHealth Group, Inc.",806595,-858,939896165,315,161,744
Fixed Maturity 2027 Bond Fund,2017-10-03,Intel Corp.,348357,-1921,420796441,55,811,277
European High Yield Bond Fund,2021-11-10,"Taiwan Semiconductor Manufacturing Co., Ltd.",473846,-1375,542185400,562,912,294
Global Short Term Credit Fund,2017-04-25,Pfizer Inc.,319357,-1059,436992518,945,762,80
Global Cross Asset Fund,2021-04-25,TotalEnergies SE,450768,966,502940911,358,414,968
Sustainable Retail Fund,2018-11-19,"Verizon Communications, Inc.",653126,515,660093360,103,724,447
Impact Credit Strategies Fund,2017-07-18,Deutsche Telekom AG,985153,-1,76276918,476,86,765
International Fixed Duration Fund,2020-11-30,Tencent Holdings Ltd.,466282,-2111,391290514,433,695,902
Impact Credit Strategies Fund,2021-03-17,"AbbVie, Inc.",126248,-4104,986438541,529,616,605
Global Short Term Credit Fund,2019-05-28,Mercedes-Benz Group AG,298170,-1215,291419815,584,104,328
Impact Credit Strategies Fund,2022-06-29,"AT&T, Inc.",145072,-2484,907444680,766,219,422
