FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
International Fixed Duration Fund,2021-09-09,AXA SA,535955,1857,57896706.77,203.22,650.1,579.23
Fixed Maturity 2027 Bond Fund,2018-07-22,Toyota Motor Corp.,497199,2990,24556263.45,595.55,834.72,891.65
Global Short Term Credit Fund,2017-09-07,JPMorgan Chase & Co.,880957,6815,492619281.06,341.61,279.51,289.17
Sustainable Retail Fund,2020-04-28,"Beyond Meat, Inc.",400233,3970,93467446.52,146.08,952.11,345.96
International Fixed Duration Fund,2021-01-26,AXA SA,828744,1720,418224512.15,719.44,823.09,484.74
Target Maturity 2029 Bond Fund,2018-04-07,"Amazon.com, Inc.",547100,6628,356916440.05,11.08,125.97,124.82
Community Savings Bond Fund,2022-03-23,"Walmart, Inc.",284104,5988,68421661.48,524.13,884.78,499.57
Impact Credit Strategies Fund,2021-08-05,"SolarEdge Technologies, Inc.",601452,-2906,82932145.39,140.43,43.8,794.32
Impact Credit Strategies Fund,2021-06-23,Vestas Wind Systems A/S,985639,-528,382409668.2,752.3,251.09,357.04
Community Savings Bond Fund,2019-01-31,Nestlé SA,14407,8367,158997182.41,521.43,367.71,989.1
Equity Diversified Selection Fund,2022-10-25,"Facebook, Inc.",407949,-8900,443934632.11,198.75,182.26,584.72
Global Cross Asset Fund,2019-11-08,"Berkshire Hathaway, Inc.",988937,525,248445550.24,975.97,503.37,73.33
Impact Credit Strategies Fund,2021-05-15,"SolarEdge Technologies, Inc.",326201,4752,129860619.72,445.69,732.96,74.27
Fixed Maturity 2027 Bond Fund,2018-04-17,Volkswagen AG,878318,7745,46418129.27,633.26,881.93,722.33
Target Maturity 2029 Bond Fund,2020-02-12,"Amazon.com, Inc.",961735,268,300599026.43,526.76,250.48,360.78
Global Short Term Credit Fund,2020-08-02,HSBC Holdings Plc,350550,2638,24995339.84,846.19,651.65,128.96
Impact Credit Strategies Fund,2022-11-25,Vestas Wind Systems A/S,712649,-5035,44998190.05,828.68,962.16,314.3
Global Short Term Credit Fund,2017-02-11,Bank of America Corp.,512641,-8077,255853925.5,266.04,967.77,216.69
Community Savings Bond Fund,2020-06-12,Nestlé SA,997294,732,22508072.56,899.67,45.14,127.66
Global Cross Asset Fund,2019-08-28,Johnson & Johnson,225531,-6670,143333641.99,36.66,248.81,928.81
Subordinated Financials Fund,2022-03-12,Citigroup Inc.,102986,2349,184450115.46,281.86,978.66,84.84
Community Savings Bond Fund,2022-09-09,"Walmart, Inc.",676801,-7459,46934594.08,259.83,634.79,855.05
Subordinated Financials Fund,2019-12-12,Citigroup Inc.,901084,7854,403875679.68,206.99,371.7,261.73
Subordinated Financials Fund,2018-03-28,Morgan Stanley,701418,7790,101407825.59,962.85,898.07,357.24
Community Savings Bond Fund,2020-11-08,Procter & Gamble Co.,887064,-7386,459373248.43,106.55,868.23,401.45
Fixed Maturity 2027 Bond Fund,2018-06-12,Volkswagen AG,265954,-5658,97945671.4,377.59,766.81,652.99
Community Savings Bond Fund,2020-08-03,Nestlé SA,964066,8712,447432791.05,515.77,858.19,639.18
Global Cross Asset Fund,2022-03-17,Alibaba Group Holding Ltd.,27830,-921,190005446.15,743.51,178.96,958.67
Impact Credit Strategies Fund,2021-10-07,Vestas Wind Systems A/S,924489,1705,163878665.22,526.94,712.73,403.38
International Fixed Duration Fund,2020-05-21,Ping An Insurance (Group) Co. of China Ltd.,965624,-5197,163836456.38,544.41,751.72,386.47
Sustainable Retail Fund,2018-06-06,"Beyond Meat, Inc.",917442,-6247,204659034.68,352.58,906.6,159.74
Global Short Term Credit Fund,2020-05-11,Bank of America Corp.,757824,-6987,297456759.54,316.99,636.96,976.42
Fixed Maturity 2025 Bond Fund,2019-12-07,Chevron Corp.,514727,-1597,327715333.79,78.87,979.7,796.34
Global Short Term Credit Fund,2020-07-21,Bank of America Corp.,62255,-5555,29151770.84,805.81,565.92,39.14
Sustainable Retail Fund,2017-02-19,"The Hain Celestial Group, Inc.",390007,-2575,446080264.17,162.64,353.38,677.68
Target Maturity 2029 Bond Fund,2022-01-08,Microsoft Corp.,324572,9538,174467974.13,81.26,117.39,345.58
Fixed Maturity 2027 Bond Fund,2019-03-21,Ford Motor Co.,390338,1261,484963970.3,735.63,690.88,537.14
Target Maturity 2029 Bond Fund,2020-05-10,"Amazon.com, Inc.",317991,-973,2561717.4,59.68,262.13,253.34
Sustainable Retail Fund,2017-11-07,"The Hain Celestial Group, Inc.",350474,1547,346984219.5,37.55,978.61,240.61
Target Maturity 2029 Bond Fund,2020-12-27,"Amazon.com, Inc.",505505,-5770,32824176.88,21.53,609.02,689.27
International Fixed Duration Fund,2018-03-22,Ping An Insurance (Group) Co. of China Ltd.,289423,2378,97778082.36,855.55,601.26,782.61
Equity Diversified Selection Fund,2021-01-10,Google LLC,332609,-3544,43581984.09,333.71,506.16,96.4
Community Savings Bond Fund,2021-07-29,Nestlé SA,335157,434,419609273.08,293.11,908.47,723.4
Community Savings Bond Fund,2018-02-26,"Walmart, Inc.",711623,-6933,58264882.22,110.34,943.83,594.26
Global Cross Asset Fund,2020-07-25,Alibaba Group Holding Ltd.,334635,716,154108596.9,20.54,333.33,972.59
Global Cross Asset Fund,2021-08-29,Johnson & Johnson,804665,8242,28924936.51,867.81,220.81,392.43
Global Cross Asset Fund,2017-04-20,Johnson & Johnson,258308,-6548,307907520.52,414.38,82.62,239.63
Global Cross Asset Fund,2020-04-01,"Berkshire Hathaway, Inc.",521880,-385,123177896.05,405.11,378.89,882.25
Equity Diversified Selection Fund,2017-05-16,"Facebook, Inc.",388786,-1042,239089674.7,251.11,978.48,85.13
International Fixed Duration Fund,2022-03-29,Ping An Insurance (Group) Co. of China Ltd.,131177,-2449,245440460.2,264.41,240.71,749.77
Global Short Term Credit Fund,2021-05-12,Bank of America Corp.,449213,8770,43970506.77,318.33,368.14,566.65
Sustainable Retail Fund,2018-09-29,"Beyond Meat, Inc.",562537,8354,398855084.42,862.89,499.79,341.03
Impact Credit Strategies Fund,2020-12-21,"SolarEdge Technologies, Inc.",419419,-2086,493855961.38,140.8,253.72,153.74
Global Cross Asset Fund,2021-11-06,"Berkshire Hathaway, Inc.",86453,1745,299046103.33,532.85,146.72,980.66
Fixed Maturity 2025 Bond Fund,2019-12-26,Chevron Corp.,531596,-8965,131111585.38,990.41,498.02,992.16
Fixed Maturity 2027 Bond Fund,2020-06-20,Toyota Motor Corp.,267331,-4610,355433181.26,647.75,654.41,780.11
Global Cross Asset Fund,2018-04-20,"Berkshire Hathaway, Inc.",744986,2572,476294495.09,97.78,675.89,625.37
Equity Diversified Selection Fund,2021-02-08,Google LLC,524603,5588,229479890.5,620.31,677.94,690.78
Target Maturity 2029 Bond Fund,2018-07-21,Microsoft Corp.,192816,-4927,91871948.5,692.9,662.47,381.54
Target Maturity 2029 Bond Fund,2021-02-05,"Apple, Inc.",426911,-5200,310208039.14,704.44,298.36,122.25
Global Cross Asset Fund,2019-12-26,Alibaba Group Holding Ltd.,434294,5577,468996600.33,850.89,811.85,983.87
Target Maturity 2029 Bond Fund,2022-02-18,"Apple, Inc.",417866,8023,115065279.97,406.17,578.45,124.5
Target Maturity 2029 Bond Fund,2017-11-01,"Apple, Inc.",852373,8693,267542489.63,990.18,603.4,83.32
Fixed Maturity 2025 Bond Fund,2017-01-26,Chevron Corp.,357147,-4565,116063546.52,853.47,662.83,682.87
Fixed Maturity 2025 Bond Fund,2017-12-26,Chevron Corp.,869272,-6206,29767953.76,160.21,396.74,771.78
Equity Diversified Selection Fund,2018-05-19,"Netflix, Inc.",963443,-4631,196510273.31,323.77,423.94,552.0
Equity Diversified Selection Fund,2022-07-22,"Netflix, Inc.",525005,4853,11468429.76,790.96,226.51,902.21
Community Savings Bond Fund,2018-08-12,"Walmart, Inc.",454380,4798,342373194.73,633.71,131.03,841.32
Community Savings Bond Fund,2017-03-13,Procter & Gamble Co.,51948,-1481,384507645.81,980.19,643.13,231.01
Subordinated Financials Fund,2017-03-14,Citigroup Inc.,701002,-4392,209848509.51,878.5,957.93,414.99
Sustainable Retail Fund,2020-03-09,"Beyond Meat, Inc.",810120,5424,159075275.67,605.69,963.3,775.23
Global Cross Asset Fund,2021-12-26,Alibaba Group Holding Ltd.,454191,570,401839798.57,83.75,58.91,643.22
Fixed Maturity 2025 Bond Fund,2019-04-06,BP Plc,491428,3397,155382784.89,88.05,820.01,710.82
Fixed Maturity 2025 Bond Fund,2021-07-31,Exxon Mobil Corp.,141096,886,284274640.77,751.13,214.65,239.57
Global Short Term Credit Fund,2018-02-20,JPMorgan Chase & Co.,445523,-8983,426507617.8,144.6,996.34,316.66
Target Maturity 2029 Bond Fund,2020-01-02,"Amazon.com, Inc.",376222,3329,418116240.43,583.2,310.63,168.9
Sustainable Retail Fund,2017-07-14,"Tesla, Inc.",493236,-4632,106815045.36,19.96,20.51,783.54
Fixed Maturity 2025 Bond Fund,2020-09-20,BP Plc,30706,2253,272832939.83,822.78,163.66,305.77
Impact Credit Strategies Fund,2018-05-18,"First Solar, Inc.",490160,6352,481151768.18,642.92,976.01,348.63
Global Cross Asset Fund,2021-02-03,Johnson & Johnson,351466,-6568,482320846.03,978.39,348.1,96.71
Fixed Maturity 2025 Bond Fund,2021-04-01,Chevron Corp.,771592,1717,487393002.12,117.45,750.63,143.56
Impact Credit Strategies Fund,2022-05-16,"First Solar, Inc.",19535,-2950,327921539.66,966.89,625.9,400.07
Target Maturity 2029 Bond Fund,2017-10-18,"Amazon.com, Inc.",835725,4645,66787969.66,757.59,371.62,391.11
Equity Diversified Selection Fund,2020-12-25,"Facebook, Inc.",997868,5902,250631788.58,291.35,569.71,612.16
Equity Diversified Selection Fund,2021-05-05,Google LLC,785630,8114,385125179.62,141.86,808.1,820.24
Equity Diversified Selection Fund,2020-11-26,"Netflix, Inc.",823643,8046,15797989.38,475.11,285.57,686.43
Impact Credit Strategies Fund,2017-11-17,"First Solar, Inc.",619782,4396,347861402.79,984.31,837.62,233.92
Sustainable Retail Fund,2017-04-15,"Beyond Meat, Inc.",794364,-6423,280376061.85,394.81,862.74,296.65
Equity Diversified Selection Fund,2019-09-08,"Facebook, Inc.",545014,3719,57901937.77,477.56,177.69,390.87
Sustainable Retail Fund,2019-06-25,"Tesla, Inc.",636064,1091,359985655.48,573.08,612.68,774.91
Global Cross Asset Fund,2020-11-19,"Berkshire Hathaway, Inc.",792448,-9027,317746406.62,362.32,256.97,476.68
Fixed Maturity 2025 Bond Fund,2017-01-16,Exxon Mobil Corp.,276069,-6056,414162234.13,852.49,691.49,817.24
Equity Diversified Selection Fund,2017-10-31,"Facebook, Inc.",503884,2421,148557705.81,828.52,187.68,213.23
Global Short Term Credit Fund,2021-08-19,JPMorgan Chase & Co.,806095,9132,280884194.45,661.79,562.91,377.04
Fixed Maturity 2025 Bond Fund,2019-07-30,Chevron Corp.,437079,1984,187081425.26,543.38,179.46,234.46
Global Cross Asset Fund,2021-09-15,Johnson & Johnson,117679,5669,235209145.03,962.17,575.81,847.65
Impact Credit Strategies Fund,2022-06-02,"SolarEdge Technologies, Inc.",737645,8770,307468903.73,826.34,443.6,919.63
Sustainable Retail Fund,2017-10-06,"The Hain Celestial Group, Inc.",327240,-5428,173022465.25,866.92,104.62,507.17
Fixed Maturity 2025 Bond Fund,2020-12-20,Chevron Corp.,685754,-7818,204882333.33,921.0,815.14,151.16
International Fixed Duration Fund,2021-04-05,Ping An Insurance (Group) Co. of China Ltd.,118678,-103,46839456.44,799.27,688.32,969.18
Global Cross Asset Fund,2022-04-11,"Berkshire Hathaway, Inc.",65641,-6572,14323304.59,878.91,591.47,411.61
Community Savings Bond Fund,2020-09-30,Nestlé SA,160533,-9636,298048701.88,544.43,860.88,555.56
Global Cross Asset Fund,2022-01-21,Johnson & Johnson,714933,-4612,209474972.65,62.48,369.17,659.59
Community Savings Bond Fund,2021-03-06,Procter & Gamble Co.,771600,-3444,252425391.48,306.28,924.34,285.76
Impact Credit Strategies Fund,2021-05-16,Vestas Wind Systems A/S,35063,-2956,394650438.34,93.78,830.93,176.1
Equity Diversified Selection Fund,2018-06-04,Google LLC,343400,7442,453792360.02,288.58,145.8,560.39
Target Maturity 2029 Bond Fund,2020-11-23,Microsoft Corp.,74342,-8850,182380904.13,541.03,479.82,327.85
Target Maturity 2029 Bond Fund,2017-07-21,Microsoft Corp.,307707,-7602,287193481.05,735.96,865.04,923.0
Target Maturity 2029 Bond Fund,2019-01-02,Microsoft Corp.,493210,-6566,204739278.59,476.62,576.6,471.79
Target Maturity 2029 Bond Fund,2018-11-24,"Apple, Inc.",244059,8718,463433830.4,690.59,232.58,614.95
Sustainable Retail Fund,2017-07-12,"Beyond Meat, Inc.",423816,-3453,71477522.83,702.81,638.44,314.96
International Fixed Duration Fund,2019-04-23,Allianz SE,366877,-4374,267994893.35,892.55,468.27,132.87
International Fixed Duration Fund,2021-04-24,Ping An Insurance (Group) Co. of China Ltd.,895080,6054,370014031.9,976.88,640.81,405.16
Sustainable Retail Fund,2017-06-05,"The Hain Celestial Group, Inc.",24372,-2427,45529894.01,72.48,788.25,137.97
Target Maturity 2029 Bond Fund,2017-01-21,Microsoft Corp.,887927,8994,14770187.22,33.58,976.26,854.57
Global Cross Asset Fund,2019-04-03,Alibaba Group Holding Ltd.,234494,7089,46868267.36,903.38,42.44,657.75
Fixed Maturity 2027 Bond Fund,2020-07-09,Ford Motor Co.,835998,-9456,259109347.51,893.98,892.72,237.79
International Fixed Duration Fund,2017-07-08,Ping An Insurance (Group) Co. of China Ltd.,184459,-3593,11630981.92,433.18,628.68,145.35
Fixed Maturity 2025 Bond Fund,2022-08-13,Chevron Corp.,828479,2415,25569753.7,392.05,918.83,216.98
Community Savings Bond Fund,2017-04-24,Procter & Gamble Co.,851364,-8965,332269771.3,21.59,127.11,888.11
Equity Diversified Selection Fund,2022-04-15,Google LLC,620979,9260,157230995.2,683.13,378.4,96.18
Community Savings Bond Fund,2021-08-09,Nestlé SA,60202,8372,469974781.28,801.06,343.21,946.37
Sustainable Retail Fund,2018-09-19,"The Hain Celestial Group, Inc.",137680,-6922,142935955.26,882.21,69.67,67.73
Sustainable Retail Fund,2022-11-14,"Tesla, Inc.",261302,117,186132906.01,580.88,255.85,202.33
Equity Diversified Selection Fund,2021-06-02,Google LLC,353394,-9662,209371448.39,730.17,647.01,950.5
Target Maturity 2029 Bond Fund,2020-07-27,Microsoft Corp.,789977,2389,40242166.48,46.43,793.3,737.96
Sustainable Retail Fund,2017-07-03,"Tesla, Inc.",255664,5870,159482623.7,658.92,322.49,281.63
Sustainable Retail Fund,2018-08-11,"The Hain Celestial Group, Inc.",471681,-9242,162640200.02,831.8,840.87,770.66
Target Maturity 2029 Bond Fund,2018-08-04,"Amazon.com, Inc.",74087,-5668,42793966.45,887.68,15.95,242.38
Fixed Maturity 2025 Bond Fund,2019-02-13,BP Plc,112831,-3514,8821535.98,786.07,411.52,46.42
Fixed Maturity 2025 Bond Fund,2020-03-06,Chevron Corp.,50047,-7851,39637600.47,904.66,66.68,59.5
International Fixed Duration Fund,2021-07-05,Ping An Insurance (Group) Co. of China Ltd.,634857,5372,225220776.26,994.59,606.14,942.38
Impact Credit Strategies Fund,2021-09-08,"SolarEdge Technologies, Inc.",271274,2734,348586422.74,420.28,388.56,11.16
Subordinated Financials Fund,2018-10-06,Morgan Stanley,802736,-3441,239121394.98,42.38,309.96,120.95
Subordinated Financials Fund,2019-07-15,Citigroup Inc.,138502,-7703,493332722.83,43.76,999.78,83.02
Impact Credit Strategies Fund,2020-06-22,"First Solar, Inc.",765927,4814,165860955.1,962.5,17.23,448.37
Impact Credit Strategies Fund,2021-07-11,"First Solar, Inc.",664880,3052,381079451.38,615.57,282.88,26.93
Global Cross Asset Fund,2018-01-29,Alibaba Group Holding Ltd.,960163,238,268211135.29,165.71,785.94,585.92
Global Cross Asset Fund,2019-06-05,Johnson & Johnson,258180,9772,298382712.4,394.21,820.25,978.37
Global Short Term Credit Fund,2022-12-25,HSBC Holdings Plc,199164,-1146,69401032.49,513.63,799.48,185.1
International Fixed Duration Fund,2022-10-12,Allianz SE,102967,6350,222454661.16,442.81,140.63,51.59
Impact Credit Strategies Fund,2019-08-29,"SolarEdge Technologies, Inc.",262052,-2565,215375543.94,842.28,916.46,88.58
Sustainable Retail Fund,2019-09-13,"Tesla, Inc.",546332,-1585,349698578.61,339.32,927.16,885.26
Target Maturity 2029 Bond Fund,2017-02-09,Microsoft Corp.,268539,2936,415325629.45,243.85,423.93,12.35
Community Savings Bond Fund,2022-04-06,"Walmart, Inc.",735875,-4973,37638555.89,887.43,991.66,791.76
Fixed Maturity 2025 Bond Fund,2017-04-17,BP Plc,497112,-8444,123227022.29,886.83,999.24,295.38
Impact Credit Strategies Fund,2020-02-12,"First Solar, Inc.",913581,-4375,249205126.33,211.3,382.49,847.88
Target Maturity 2029 Bond Fund,2021-10-21,"Apple, Inc.",329246,7430,223181855.82,26.28,988.88,663.99
Equity Diversified Selection Fund,2019-06-08,Google LLC,281983,-5498,356652218.54,167.68,750.97,888.33
International Fixed Duration Fund,2022-01-15,Ping An Insurance (Group) Co. of China Ltd.,363980,1726,219850003.11,230.25,865.01,94.77
Impact Credit Strategies Fund,2022-06-24,Vestas Wind Systems A/S,608376,1118,199809152.35,909.65,206.32,851.68
International Fixed Duration Fund,2020-07-02,AXA SA,661813,-3143,377049480.21,179.51,154.08,890.38
Fixed Maturity 2027 Bond Fund,2022-06-08,Volkswagen AG,871226,4062,245507201.81,678.71,25.6,769.44
Global Cross Asset Fund,2017-06-26,Johnson & Johnson,805664,5121,456683389.44,35.81,309.13,765.55
Impact Credit Strategies Fund,2017-11-29,"SolarEdge Technologies, Inc.",39341,-8671,470685328.69,258.26,136.86,802.39
Fixed Maturity 2025 Bond Fund,2019-08-13,Exxon Mobil Corp.,985128,5614,297750110.35,171.11,712.23,159.84
Fixed Maturity 2027 Bond Fund,2022-03-30,Ford Motor Co.,622733,-536,412696542.68,411.14,520.27,697.24
Community Savings Bond Fund,2020-07-02,Nestlé SA,919225,6396,414802311.64,218.16,262.65,700.82
Community Savings Bond Fund,2022-08-15,Nestlé SA,284920,9790,359762245.72,237.27,951.88,227.55
Fixed Maturity 2025 Bond Fund,2022-11-28,BP Plc,151696,-3721,264949495.99,433.27,899.76,18.66
Sustainable Retail Fund,2022-10-14,"Tesla, Inc.",993930,489,252046776.99,129.31,601.17,835.74
Target Maturity 2029 Bond Fund,2020-04-22,"Amazon.com, Inc.",576651,-520,193022189.03,654.89,125.63,448.37
Impact Credit Strategies Fund,2021-07-25,Vestas Wind Systems A/S,117217,-3123,126925323.51,112.61,599.63,859.83
Global Cross Asset Fund,2020-12-08,Alibaba Group Holding Ltd.,669405,9921,341516021.09,627.57,658.45,743.82
Global Short Term Credit Fund,2022-03-17,HSBC Holdings Plc,244015,7597,460079774.5,545.83,518.03,825.21
International Fixed Duration Fund,2020-01-28,Allianz SE,214086,-9039,331365053.14,967.36,239.97,117.75
Sustainable Retail Fund,2021-05-02,"Beyond Meat, Inc.",58722,9890,163854670.52,364.15,731.34,466.66
Subordinated Financials Fund,2017-01-21,"Goldman Sachs Group, Inc.",330813,-6506,357583635.72,256.25,33.69,651.22
International Fixed Duration Fund,2020-09-30,Allianz SE,280145,4336,116605443.0,431.9,642.95,576.81
Fixed Maturity 2025 Bond Fund,2019-09-10,BP Plc,288467,5395,447606037.68,557.6,267.71,900.24
Target Maturity 2029 Bond Fund,2017-01-30,"Apple, Inc.",545625,-402,488764535.22,898.73,908.33,807.51
Global Short Term Credit Fund,2018-04-18,HSBC Holdings Plc,357359,1440,387666114.16,118.1,70.22,465.9
Global Cross Asset Fund,2017-04-07,Johnson & Johnson,862698,-6924,69351980.68,227.41,445.3,877.38
Fixed Maturity 2027 Bond Fund,2022-03-06,Volkswagen AG,811175,-5102,172231322.08,303.41,30.07,980.13
Sustainable Retail Fund,2017-01-08,"Tesla, Inc.",172369,-8027,54895523.01,89.52,63.39,460.04
Fixed Maturity 2025 Bond Fund,2022-06-03,Exxon Mobil Corp.,102986,615,222246789.95,804.49,335.57,704.24
Equity Diversified Selection Fund,2019-10-04,"Facebook, Inc.",443773,9260,492102457.55,105.93,577.36,415.57
Impact Credit Strategies Fund,2018-09-11,Vestas Wind Systems A/S,889152,6456,239532720.03,956.82,911.61,818.89
Fixed Maturity 2025 Bond Fund,2019-04-21,Exxon Mobil Corp.,805535,5810,480247167.83,444.93,483.92,138.38
Global Cross Asset Fund,2018-12-05,Johnson & Johnson,860970,9311,277006881.59,943.21,268.5,469.63
Fixed Maturity 2025 Bond Fund,2019-07-14,Exxon Mobil Corp.,33387,-2902,148029040.21,819.41,898.83,623.85
International Fixed Duration Fund,2019-05-23,Allianz SE,357424,3138,392022537.42,939.98,409.27,150.39
Community Savings Bond Fund,2020-01-24,Nestlé SA,373216,3285,120499840.99,394.74,671.69,682.42
Global Short Term Credit Fund,2020-02-17,JPMorgan Chase & Co.,291725,-3698,78058999.61,736.78,544.1,58.85
International Fixed Duration Fund,2022-02-14,Ping An Insurance (Group) Co. of China Ltd.,566603,7051,365267172.26,906.49,250.12,298.3
Community Savings Bond Fund,2020-01-29,Nestlé SA,199163,-9927,75157303.02,951.94,945.4,59.2
International Fixed Duration Fund,2022-10-13,Ping An Insurance (Group) Co. of China Ltd.,37294,5062,219136952.36,321.79,987.32,624.29
Global Cross Asset Fund,2018-12-23,Alibaba Group Holding Ltd.,284938,5366,424787807.14,569.87,486.45,925.39
Sustainable Retail Fund,2020-11-07,"Tesla, Inc.",415357,-7344,294248927.46,699.02,36.78,234.53
