FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Fixed Maturity 2025 Bond Fund,2018-01-23,Exxon Mobil Corp.,655112,8142,280017088.85,88.72,913.02,244.56
Subordinated Financials Fund,2019-10-08,Morgan Stanley,366375,-7763,62905340.6,398.13,626.39,55.83
Equity Diversified Selection Fund,2022-11-30,"Netflix, Inc.",788090,5412,144274336.12,327.67,620.62,671.43
Community Savings Bond Fund,2022-05-09,Nestlé SA,843607,4911,399235238.24,51.51,706.21,427.13
Community Savings Bond Fund,2022-06-12,"Walmart, Inc.",410194,484,215816563.78,521.29,481.81,782.42
Sustainable Retail Fund,2018-01-11,"Beyond Meat, Inc.",696413,2327,379326108.51,49.26,538.13,93.42
Sustainable Retail Fund,2017-04-24,"Tesla, Inc.",56487,8958,280407508.98,720.53,246.38,953.51
Community Savings Bond Fund,2019-10-25,Procter & Gamble Co.,37758,-4031,295014053.24,441.05,431.84,88.94
Global Cross Asset Fund,2020-02-21,Alibaba Group Holding Ltd.,895026,-2427,156738054.28,99.98,510.46,875.53
Global Cross Asset Fund,2017-01-05,Alibaba Group Holding Ltd.,956017,-471,306389299.12,515.78,435.01,299.78
Global Short Term Credit Fund,2021-01-12,HSBC Holdings Plc,165140,9884,240721028.01,145.18,265.45,736.72
Global Short Term Credit Fund,2022-10-17,Bank of America Corp.,213783,7253,228438129.32,378.55,506.96,378.02
Global Cross Asset Fund,2022-10-25,Alibaba Group Holding Ltd.,253166,-3670,91834254.36,511.46,490.02,734.33
Impact Credit Strategies Fund,2022-09-27,Vestas Wind Systems A/S,115929,956,276341897.44,229.88,231.7,601.09
Fixed Maturity 2027 Bond Fund,2018-04-20,Toyota Motor Corp.,7965,2966,69410211.41,683.05,700.21,990.93
International Fixed Duration Fund,2019-03-26,AXA SA,204776,-2887,416014387.16,903.54,848.83,153.78
Global Short Term Credit Fund,2017-09-09,JPMorgan Chase & Co.,481689,-7263,422519387.56,18.71,542.7,430.44
International Fixed Duration Fund,2018-10-16,AXA SA,886177,6309,483595822.82,769.9,191.81,708.31
Impact Credit Strategies Fund,2019-05-18,Vestas Wind Systems A/S,643438,-7853,377841838.42,878.18,200.44,966.5
Community Savings Bond Fund,2020-12-12,"Walmart, Inc.",23676,-1696,283034229.22,967.31,367.87,63.0
Equity Diversified Selection Fund,2022-12-16,"Netflix, Inc.",372097,-4749,388065893.38,547.46,210.28,372.09
Global Cross Asset Fund,2019-09-09,"Berkshire Hathaway, Inc.",707480,6481,57447975.79,417.85,644.73,132.42
Global Cross Asset Fund,2017-06-16,Alibaba Group Holding Ltd.,75866,4170,324242441.77,802.83,259.21,650.78
Sustainable Retail Fund,2017-08-05,"Beyond Meat, Inc.",473712,-1934,448157102.48,672.32,333.71,697.29
Community Savings Bond Fund,2019-04-07,"Walmart, Inc.",339432,4530,326330606.15,874.53,184.99,985.69
Global Short Term Credit Fund,2019-07-13,Bank of America Corp.,33976,6656,325184315.56,639.27,265.22,743.08
Global Short Term Credit Fund,2017-11-25,Bank of America Corp.,607674,-4675,7313710.73,254.97,338.11,587.06
Subordinated Financials Fund,2019-07-19,Citigroup Inc.,600622,-6585,191827367.19,865.99,794.65,19.56
Fixed Maturity 2027 Bond Fund,2019-11-29,Toyota Motor Corp.,441867,-4653,11417781.09,81.37,657.32,568.87
Target Maturity 2029 Bond Fund,2019-06-23,"Amazon.com, Inc.",918241,-6271,364287662.74,991.91,205.39,836.23
Subordinated Financials Fund,2019-06-22,Citigroup Inc.,345923,-8332,429728109.2,805.22,923.68,13.03
Community Savings Bond Fund,2022-09-28,"Walmart, Inc.",115606,5867,108786450.68,47.38,95.34,35.6
Impact Credit Strategies Fund,2022-04-14,"SolarEdge Technologies, Inc.",390700,7221,194431354.24,495.78,566.96,652.18
Subordinated Financials Fund,2022-04-04,"Goldman Sachs Group, Inc.",763570,-3719,483757228.89,299.01,393.54,426.95
Impact Credit Strategies Fund,2021-04-14,"SolarEdge Technologies, Inc.",121841,7347,426522084.85,173.86,113.68,495.45
Global Short Term Credit Fund,2022-04-04,Bank of America Corp.,556555,-6324,13536642.27,463.9,759.38,752.35
Global Short Term Credit Fund,2018-05-03,Bank of America Corp.,484271,-2641,328008701.09,973.59,845.09,750.39
Impact Credit Strategies Fund,2021-11-27,Vestas Wind Systems A/S,239695,3644,268086186.62,290.44,519.64,882.64
Fixed Maturity 2025 Bond Fund,2017-08-29,BP Plc,18990,-1949,450744435.76,378.82,278.76,151.26
Impact Credit Strategies Fund,2017-05-21,"SolarEdge Technologies, Inc.",286939,-9298,427194217.57,397.23,963.28,610.88
Global Short Term Credit Fund,2021-04-26,Bank of America Corp.,680017,7595,30906829.47,361.38,845.8,340.5
Fixed Maturity 2027 Bond Fund,2018-08-05,Ford Motor Co.,525147,1580,161499487.28,354.27,386.89,218.76
Impact Credit Strategies Fund,2019-09-08,"First Solar, Inc.",534144,-3635,419065072.92,450.27,827.57,876.13
Fixed Maturity 2025 Bond Fund,2021-05-15,Exxon Mobil Corp.,90057,9252,215371629.57,65.74,774.46,469.29
Global Short Term Credit Fund,2017-06-01,Bank of America Corp.,683183,7623,452132230.77,690.07,957.44,448.1
Fixed Maturity 2025 Bond Fund,2021-03-24,Exxon Mobil Corp.,291763,4136,434031036.75,369.51,446.63,129.33
Global Short Term Credit Fund,2018-06-02,Bank of America Corp.,310082,-2798,338899858.37,719.49,635.56,542.22
Global Cross Asset Fund,2019-09-20,Alibaba Group Holding Ltd.,881452,9629,466789594.81,382.39,211.7,389.94
Community Savings Bond Fund,2021-09-15,Nestlé SA,71534,351,213136966.45,278.45,244.57,476.65
International Fixed Duration Fund,2018-07-01,Allianz SE,531003,1541,107720424.01,223.0,147.28,540.79
Impact Credit Strategies Fund,2018-06-05,"SolarEdge Technologies, Inc.",405301,-6048,482065618.7,45.06,858.72,462.67
Fixed Maturity 2025 Bond Fund,2017-10-09,Chevron Corp.,810226,-1984,435518214.07,652.19,364.77,346.71
Global Short Term Credit Fund,2022-01-08,JPMorgan Chase & Co.,966056,1660,280176950.2,58.27,522.15,397.14
Target Maturity 2029 Bond Fund,2018-10-24,Microsoft Corp.,929745,-2221,136760104.92,648.9,736.59,365.19
Community Savings Bond Fund,2021-09-26,Procter & Gamble Co.,320661,-8477,312479515.05,319.81,493.93,377.23
Sustainable Retail Fund,2020-05-15,"Tesla, Inc.",919560,7695,289326513.59,821.09,255.94,380.52
Fixed Maturity 2025 Bond Fund,2022-04-07,Chevron Corp.,116562,2406,33475570.5,833.54,253.44,650.75
Impact Credit Strategies Fund,2022-07-22,"SolarEdge Technologies, Inc.",321387,-4158,220718903.48,221.54,325.92,671.74
Fixed Maturity 2027 Bond Fund,2018-10-24,Toyota Motor Corp.,340416,6968,132407167.9,881.19,902.77,256.73
Subordinated Financials Fund,2022-10-18,"Goldman Sachs Group, Inc.",958793,-6743,339296832.87,675.5,366.62,612.44
Target Maturity 2029 Bond Fund,2022-12-31,Microsoft Corp.,850796,2717,244024375.19,580.2,163.32,271.28
Impact Credit Strategies Fund,2021-02-16,Vestas Wind Systems A/S,706884,-3027,435912195.37,777.11,742.73,783.77
Sustainable Retail Fund,2018-01-23,"Tesla, Inc.",988716,1820,295998319.15,730.27,167.52,334.24
Equity Diversified Selection Fund,2018-07-13,"Facebook, Inc.",686412,8175,102601956.78,323.96,486.76,221.73
Global Cross Asset Fund,2018-11-28,Alibaba Group Holding Ltd.,636107,-852,30248723.65,351.0,556.75,850.2
Global Short Term Credit Fund,2017-08-22,HSBC Holdings Plc,180915,7834,100472073.76,10.68,162.78,505.34
Target Maturity 2029 Bond Fund,2018-03-10,"Amazon.com, Inc.",813023,-8340,340318106.16,49.89,185.46,76.46
Impact Credit Strategies Fund,2018-01-29,"SolarEdge Technologies, Inc.",437667,4449,441720685.8,863.55,992.96,957.41
Target Maturity 2029 Bond Fund,2018-03-01,"Amazon.com, Inc.",987340,-8316,476450282.1,400.27,825.97,724.63
Sustainable Retail Fund,2017-03-14,"Beyond Meat, Inc.",505097,2428,150654079.96,147.44,416.01,121.94
Global Short Term Credit Fund,2020-04-24,HSBC Holdings Plc,742571,7522,262446134.75,963.37,200.35,570.74
Community Savings Bond Fund,2019-03-12,Procter & Gamble Co.,2550,2428,286381838.23,182.34,430.86,668.03
Impact Credit Strategies Fund,2020-02-02,"SolarEdge Technologies, Inc.",967920,-1146,142636139.89,116.32,23.61,928.8
Subordinated Financials Fund,2022-08-25,"Goldman Sachs Group, Inc.",538850,-1548,468710875.09,296.0,389.98,873.27
Target Maturity 2029 Bond Fund,2021-10-26,"Amazon.com, Inc.",709333,-8775,460079828.28,793.87,970.18,466.16
Fixed Maturity 2025 Bond Fund,2022-07-09,Chevron Corp.,264448,1046,106953906.36,236.8,724.15,540.45
Equity Diversified Selection Fund,2019-10-21,Google LLC,793409,8537,132519088.48,720.78,780.44,673.99
Impact Credit Strategies Fund,2021-10-24,"First Solar, Inc.",816316,1682,430932424.13,352.71,246.94,83.08
Sustainable Retail Fund,2022-11-17,"Beyond Meat, Inc.",788833,-5777,350504502.1,978.19,852.9,344.69
Global Cross Asset Fund,2017-09-19,Alibaba Group Holding Ltd.,72515,-2353,53385993.56,205.52,386.24,355.14
Target Maturity 2029 Bond Fund,2021-08-20,Microsoft Corp.,261490,5858,448739257.29,428.21,543.97,93.71
Global Cross Asset Fund,2019-02-18,"Berkshire Hathaway, Inc.",464844,777,356527121.02,780.67,386.38,885.7
International Fixed Duration Fund,2022-07-30,Ping An Insurance (Group) Co. of China Ltd.,771308,859,2026117.03,205.36,868.41,916.86
International Fixed Duration Fund,2017-12-07,AXA SA,187782,1719,381659870.84,409.45,305.58,980.05
Global Short Term Credit Fund,2019-04-21,JPMorgan Chase & Co.,985415,-9360,381478173.45,312.35,937.04,799.77
Community Savings Bond Fund,2017-11-28,Procter & Gamble Co.,83242,9834,120286786.68,279.97,500.55,869.79
Fixed Maturity 2025 Bond Fund,2021-04-04,Chevron Corp.,319039,8470,336066171.58,109.89,773.69,111.53
International Fixed Duration Fund,2018-11-10,AXA SA,412015,-7082,101365140.42,915.46,303.62,262.42
International Fixed Duration Fund,2019-04-04,Ping An Insurance (Group) Co. of China Ltd.,183532,1740,354575341.75,291.8,705.19,513.96
Community Savings Bond Fund,2019-04-24,"Walmart, Inc.",238874,1324,198294997.72,945.83,149.17,19.38
International Fixed Duration Fund,2021-03-10,AXA SA,319740,7358,131300356.55,282.87,729.19,896.33
Subordinated Financials Fund,2022-06-16,Citigroup Inc.,636286,-928,154875576.16,398.74,837.95,130.55
Sustainable Retail Fund,2020-06-14,"Tesla, Inc.",842942,-5462,351403728.77,185.98,363.96,910.68
Impact Credit Strategies Fund,2019-05-20,"SolarEdge Technologies, Inc.",392406,6954,182758661.38,103.55,968.3,524.66
Global Short Term Credit Fund,2020-08-02,Bank of America Corp.,392551,9847,2125929.36,492.78,188.85,533.73
Subordinated Financials Fund,2019-08-20,Morgan Stanley,514115,9574,165362552.93,603.13,732.32,897.62
Impact Credit Strategies Fund,2018-06-08,"SolarEdge Technologies, Inc.",75388,-5112,313962934.85,141.42,863.1,205.37
Sustainable Retail Fund,2018-05-09,"The Hain Celestial Group, Inc.",146847,-9983,107625234.99,379.06,367.67,772.59
International Fixed Duration Fund,2021-08-28,Ping An Insurance (Group) Co. of China Ltd.,846996,3664,383824381.58,750.24,153.73,349.34
Impact Credit Strategies Fund,2022-12-02,Vestas Wind Systems A/S,663131,5820,216492108.42,96.39,285.61,261.7
Fixed Maturity 2027 Bond Fund,2019-09-24,Volkswagen AG,209682,-8704,295653345.4,875.08,48.75,511.76
Equity Diversified Selection Fund,2018-07-18,"Facebook, Inc.",557364,-223,27422377.18,141.15,771.15,107.73
Impact Credit Strategies Fund,2019-02-15,Vestas Wind Systems A/S,571506,5251,495673155.29,432.46,936.83,221.44
Sustainable Retail Fund,2017-05-06,"Tesla, Inc.",519266,9633,170195602.6,636.05,940.04,419.05
Global Short Term Credit Fund,2022-08-24,HSBC Holdings Plc,953288,-3416,486993173.35,304.97,20.73,772.64
International Fixed Duration Fund,2017-01-30,AXA SA,490581,-3184,412689856.28,255.17,373.19,720.12
International Fixed Duration Fund,2022-07-31,Ping An Insurance (Group) Co. of China Ltd.,12069,7790,461224703.38,475.41,369.36,857.24
Global Short Term Credit Fund,2020-07-04,JPMorgan Chase & Co.,529683,-6551,192762237.88,146.37,384.0,699.69
Target Maturity 2029 Bond Fund,2020-09-08,"Amazon.com, Inc.",446581,8086,230175131.17,565.18,943.66,770.23
Global Cross Asset Fund,2020-06-15,Alibaba Group Holding Ltd.,791059,-3548,413653844.72,978.26,339.02,912.15
Fixed Maturity 2027 Bond Fund,2020-04-06,Ford Motor Co.,519229,2794,313339658.25,652.1,989.7,184.15
International Fixed Duration Fund,2017-06-09,Ping An Insurance (Group) Co. of China Ltd.,797118,-3642,168498840.44,586.53,15.33,246.05
International Fixed Duration Fund,2020-07-30,Allianz SE,130685,9233,171023131.47,52.77,477.67,610.09
International Fixed Duration Fund,2017-03-27,Ping An Insurance (Group) Co. of China Ltd.,112831,-2654,211592444.97,609.34,773.48,720.64
Fixed Maturity 2025 Bond Fund,2019-09-14,Exxon Mobil Corp.,245769,-3618,70723235.68,919.95,307.11,344.44
Target Maturity 2029 Bond Fund,2017-03-14,"Amazon.com, Inc.",75604,5458,452855256.99,197.03,584.0,228.17
Impact Credit Strategies Fund,2017-01-07,"SolarEdge Technologies, Inc.",228784,-6500,337846505.69,720.93,368.8,412.25
Fixed Maturity 2025 Bond Fund,2019-10-21,BP Plc,908118,505,432001028.49,21.58,843.23,432.31
Community Savings Bond Fund,2021-02-11,"Walmart, Inc.",824735,9126,241114342.37,17.29,200.7,839.46
Global Short Term Credit Fund,2017-09-05,HSBC Holdings Plc,680031,-5374,352849349.53,963.68,201.1,39.33
Equity Diversified Selection Fund,2022-07-07,"Facebook, Inc.",361874,-5735,31267176.92,267.73,564.67,840.25
International Fixed Duration Fund,2021-02-09,Ping An Insurance (Group) Co. of China Ltd.,772120,-5287,161372420.97,713.55,929.38,10.12
Sustainable Retail Fund,2021-11-02,"Beyond Meat, Inc.",432490,2506,358179065.41,703.61,650.5,914.06
Sustainable Retail Fund,2022-03-09,"Beyond Meat, Inc.",743260,649,398397321.43,723.64,142.25,222.87
Impact Credit Strategies Fund,2019-03-07,Vestas Wind Systems A/S,259539,-8733,56765940.85,872.49,92.44,400.79
Target Maturity 2029 Bond Fund,2017-03-13,"Amazon.com, Inc.",931985,4159,199929160.37,305.08,568.56,559.11
Global Short Term Credit Fund,2019-02-27,HSBC Holdings Plc,568724,-5558,45108730.79,425.26,505.86,709.76
Global Short Term Credit Fund,2019-02-18,JPMorgan Chase & Co.,546294,7425,31245656.8,524.05,465.38,791.99
Equity Diversified Selection Fund,2022-07-24,"Facebook, Inc.",404614,-1686,149059290.55,169.44,80.58,178.63
Subordinated Financials Fund,2021-08-04,"Goldman Sachs Group, Inc.",452415,-7103,72715311.55,735.53,243.77,816.92
Global Short Term Credit Fund,2021-09-06,HSBC Holdings Plc,895942,-8072,14826213.0,721.65,353.25,616.75
Global Cross Asset Fund,2018-03-03,"Berkshire Hathaway, Inc.",310083,-5779,419513398.02,132.99,783.15,407.82
Target Maturity 2029 Bond Fund,2021-12-09,"Amazon.com, Inc.",891107,-524,420580773.15,395.06,408.6,307.98
Fixed Maturity 2027 Bond Fund,2020-11-08,Ford Motor Co.,80257,6736,358362393.83,50.39,141.21,657.51
Equity Diversified Selection Fund,2019-07-30,"Facebook, Inc.",597439,-916,354282582.23,967.76,631.52,665.36
Fixed Maturity 2027 Bond Fund,2019-02-10,Volkswagen AG,603193,4572,262054522.5,661.77,448.58,996.42
Global Short Term Credit Fund,2021-10-05,Bank of America Corp.,183786,7034,225204010.1,849.84,430.02,861.21
Fixed Maturity 2027 Bond Fund,2022-12-12,Volkswagen AG,877091,805,149100224.52,448.6,269.85,725.7
Target Maturity 2029 Bond Fund,2018-04-09,Microsoft Corp.,473093,-1742,351330557.91,654.7,800.91,326.41
Sustainable Retail Fund,2018-02-10,"The Hain Celestial Group, Inc.",585206,9230,43307661.68,493.55,283.83,360.42
Fixed Maturity 2027 Bond Fund,2022-08-10,Ford Motor Co.,438258,-955,193770686.3,312.28,134.69,368.39
Fixed Maturity 2025 Bond Fund,2017-11-14,Exxon Mobil Corp.,140643,-9216,477455470.65,881.42,795.74,787.32
International Fixed Duration Fund,2020-05-03,AXA SA,226449,-2587,311400920.09,764.17,449.69,998.66
International Fixed Duration Fund,2019-09-12,Allianz SE,555494,6837,6156490.69,943.45,256.46,621.33
Global Cross Asset Fund,2017-06-27,Alibaba Group Holding Ltd.,865997,97,466268458.99,607.94,261.68,257.97
International Fixed Duration Fund,2019-03-31,Ping An Insurance (Group) Co. of China Ltd.,438547,9646,154838829.37,973.65,134.83,313.13
Subordinated Financials Fund,2021-04-28,Citigroup Inc.,913422,-1962,274512030.95,838.12,454.84,892.27
Community Savings Bond Fund,2021-09-23,Nestlé SA,386736,8238,44101210.5,224.08,347.96,242.81
Target Maturity 2029 Bond Fund,2020-02-02,"Amazon.com, Inc.",933149,-1344,175716453.92,794.52,450.1,638.47
Community Savings Bond Fund,2019-08-12,"Walmart, Inc.",185206,5786,421297313.71,714.83,732.11,602.82
Fixed Maturity 2027 Bond Fund,2021-06-20,Ford Motor Co.,76275,9988,321602431.91,730.84,671.83,848.3
Community Savings Bond Fund,2017-08-02,Procter & Gamble Co.,827408,5942,316325939.26,278.28,800.44,251.3
Global Short Term Credit Fund,2019-10-07,Bank of America Corp.,786994,-3027,346285954.84,933.51,566.33,695.14
Sustainable Retail Fund,2017-09-15,"Beyond Meat, Inc.",573137,4778,56905712.23,952.38,518.46,59.06
Subordinated Financials Fund,2021-11-22,Morgan Stanley,790967,-248,379223935.57,41.23,644.56,663.46
Fixed Maturity 2027 Bond Fund,2018-06-21,Volkswagen AG,235389,-6093,141719227.35,253.81,50.96,367.89
Sustainable Retail Fund,2019-10-02,"Tesla, Inc.",933553,1176,108769828.17,612.66,853.83,757.42
Global Short Term Credit Fund,2017-07-20,JPMorgan Chase & Co.,331381,-8316,21023845.52,359.39,206.54,527.99
Global Short Term Credit Fund,2021-03-08,HSBC Holdings Plc,350150,-1508,373010197.62,570.83,937.77,963.83
Fixed Maturity 2025 Bond Fund,2021-08-27,Exxon Mobil Corp.,403746,7697,370399892.39,184.94,385.19,205.57
International Fixed Duration Fund,2021-12-19,Ping An Insurance (Group) Co. of China Ltd.,135249,9980,430044072.97,382.24,557.19,402.65
Target Maturity 2029 Bond Fund,2022-01-28,Microsoft Corp.,419582,5677,426803088.6,200.03,41.57,204.49
Subordinated Financials Fund,2021-09-24,Morgan Stanley,486254,-4272,425230108.67,688.92,398.19,166.33
Community Savings Bond Fund,2019-02-27,"Walmart, Inc.",576684,-3586,304980066.37,980.24,83.66,362.92
Fixed Maturity 2025 Bond Fund,2018-02-15,Exxon Mobil Corp.,319724,3255,20296035.83,873.06,44.34,600.9
Community Savings Bond Fund,2020-04-27,Procter & Gamble Co.,387237,4298,480440046.24,124.43,590.8,770.92
Global Short Term Credit Fund,2022-06-30,Bank of America Corp.,45046,5038,61052287.04,573.18,774.26,476.75
Equity Diversified Selection Fund,2017-10-02,Google LLC,659264,1950,73373355.94,228.13,86.7,229.58
Fixed Maturity 2027 Bond Fund,2017-07-13,Toyota Motor Corp.,390530,6649,15268377.4,468.56,847.81,20.63
Fixed Maturity 2027 Bond Fund,2021-02-11,Toyota Motor Corp.,797222,-7611,166880057.34,18.87,385.46,61.26
Sustainable Retail Fund,2017-12-13,"Tesla, Inc.",911925,5164,155140976.13,558.45,245.1,183.65
Impact Credit Strategies Fund,2022-10-04,Vestas Wind Systems A/S,174970,-7725,359112682.15,341.04,743.55,310.81
Equity Diversified Selection Fund,2022-05-19,Google LLC,803136,-8168,21196211.04,393.47,917.08,968.17
Community Savings Bond Fund,2019-06-28,Procter & Gamble Co.,546094,-3844,130987652.69,295.27,811.13,968.63
Fixed Maturity 2027 Bond Fund,2021-12-21,Volkswagen AG,364301,-5585,458262388.73,516.19,20.25,824.35
Target Maturity 2029 Bond Fund,2022-02-01,"Amazon.com, Inc.",260970,-1073,191644699.34,772.63,720.68,933.96
International Fixed Duration Fund,2020-12-09,Allianz SE,351804,-6058,371037349.45,805.66,804.49,98.55
Sustainable Retail Fund,2022-10-19,"Beyond Meat, Inc.",825134,-2778,482056384.98,622.76,26.29,91.1
Target Maturity 2029 Bond Fund,2020-05-09,Microsoft Corp.,234060,-7419,431091005.82,627.79,337.77,147.81
Target Maturity 2029 Bond Fund,2019-06-02,"Apple, Inc.",648826,-8924,274225583.52,602.33,207.11,554.3
Fixed Maturity 2027 Bond Fund,2021-07-18,Volkswagen AG,42849,2552,189862867.8,711.85,913.86,491.36
Subordinated Financials Fund,2017-08-02,"Goldman Sachs Group, Inc.",914355,-87,422150727.83,369.83,187.66,871.88
Subordinated Financials Fund,2017-02-06,Citigroup Inc.,939574,9429,9647577.65,936.47,840.47,926.32
Equity Diversified Selection Fund,2017-07-01,Google LLC,419922,815,350012209.89,935.25,902.04,831.88
Subordinated Financials Fund,2021-06-23,"Goldman Sachs Group, Inc.",435700,-1909,361988935.17,646.63,186.98,956.79
