FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Fixed Maturity 2027 Bond Fund,2015-10-12,"AbbVie, Inc.",1500,-2500,967318.745121564,754.050327173013,710.3153480251713,618.1264810501422
European High Yield Bond Fund,2015-10-11,"Taiwan Semiconductor Manufacturing Co., Ltd.",4646,3361,769531.3501161275,763.316757557731,974.1391952540406,534.3501159127431
Impact Credit Strategies Fund,2015-10-10,Intel Corp.,7219,-75,990768.1027584773,725.4189851850597,349.09560624205153,990.4736600419712
Global Short Term Credit Fund,2015-10-09,"Taiwan Semiconductor Manufacturing Co., Ltd.",3363,-3920,63365.57023449277,510.90863034397245,525.9330405486573,793.703168303992
Global Cross Asset Fund,2015-10-08,Comcast Corp.,8540,4455,281295.6854183595,401.58336026036005,266.46503946821105,758.08857772225
Global Short Term Credit Fund,2015-10-07,Sony Group Corp.,2896,-136,743851.6139493285,400.73038847215076,678.7347244035186,630.9868663838262
Impact Credit Strategies Fund,2015-10-06,Saudi Arabian Oil Co.,6759,-547,923027.2042378716,736.4706268028182,372.920009270942,533.0869923375291
European High Yield Bond Fund,2015-10-05,China Mobile Ltd.,2778,-2752,38483.10894825842,502.9177355570426,486.7802117038948,351.3095682103053
Global Cross Asset Fund,2015-10-04,Petróleo Brasileiro SA,4057,-3675,10009.203015828896,345.0493869886176,572.1347470921226,786.1282468273289
Equity Diversified Selection Fund,2015-10-03,Gazprom PJSC,6190,-1127,263680.20296368527,629.2149875612683,689.3799066082039,197.71307472332276
Fixed Maturity 2027 Bond Fund,2015-10-02,Reliance Industries Ltd.,7997,-3312,854250.8898652458,838.6411478979866,69.45114467685572,46.18341094002493
Community Savings Bond Fund,2015-10-01,"Verizon Communications, Inc.",5747,-2015,769481.5711217927,70.89365375659894,559.3520828487277,701.1903240828202
Global Cross Asset Fund,2015-09-30,Petróleo Brasileiro SA,1045,-2924,346874.68754716846,972.4155881937232,436.85245683629165,153.40317981094623
Equity Diversified Selection Fund,2015-09-29,Bayerische Motoren Werke AG,8758,4721,11991.151701981391,105.68542018608528,142.42743561487043,904.7878219333217
Global Cross Asset Fund,2015-09-28,Comcast Corp.,8053,-3539,559158.6835441899,516.620739495889,215.95630164804808,772.9745730998193
European High Yield Bond Fund,2015-09-27,Shell Plc,4201,4594,245575.91673644134,564.6074485974182,885.0511901891362,606.221934049027
Equity Diversified Selection Fund,2015-09-26,Mercedes-Benz Group AG,1455,-4928,748152.8392148452,146.8285983077347,873.0582490092344,320.78540713786265
European High Yield Bond Fund,2015-09-25,Mercedes-Benz Group AG,3924,1030,451886.16773879976,916.4378154875026,42.99695187943813,641.5629354989419
Impact Credit Strategies Fund,2015-09-24,"PetroChina Co., Ltd.",8798,-389,681815.9038171904,476.752406519569,692.5074763238897,482.08812298615567
International Fixed Duration Fund,2015-09-23,Shell Plc,1965,-2204,853785.7415894073,151.6893093157894,558.6454400059806,298.23698314146765
Global Cross Asset Fund,2015-09-22,Comcast Corp.,5964,2717,540402.2015233182,714.4962788192931,940.4176847157761,945.6281873258226
Fixed Maturity 2025 Bond Fund,2015-09-21,Pfizer Inc.,2528,-484,342595.9853210094,666.7703017901837,908.9256539121916,170.27052121282767
Global Cross Asset Fund,2015-09-20,Mercedes-Benz Group AG,3976,-2507,771848.1105550965,963.2369140836331,583.7662937238384,755.8499119266683
Impact Credit Strategies Fund,2015-09-19,Intel Corp.,4071,-769,272535.3673734661,447.1011614408708,147.56537210531857,802.0381822129159
Target Maturity 2029 Bond Fund,2015-09-18,Shell Plc,5869,-1424,892603.6279453698,275.11801343311174,465.21687343260714,952.2766620965456
Global Short Term Credit Fund,2015-09-17,"AT&T, Inc.",7387,3100,80713.37026560643,69.39406623230946,727.9127232597157,553.9222655041372
Community Savings Bond Fund,2015-09-16,China Mobile Ltd.,3521,728,837113.9546974592,735.7903098294667,952.2192687389727,539.5264094042219
Equity Diversified Selection Fund,2015-09-15,China Mobile Ltd.,7525,-4968,100640.16999824156,621.1049123381182,370.19111169505675,921.0863169222158
International Fixed Duration Fund,2015-09-14,Sony Group Corp.,2126,-627,65575.61060571758,972.8847265517519,786.8247611940164,803.0823267477772
Fixed Maturity 2027 Bond Fund,2015-09-13,Intel Corp.,7632,-1402,369624.3679746793,715.0433300055961,686.5073457489065,766.00011474995
Fixed Maturity 2027 Bond Fund,2015-09-12,Sony Group Corp.,6773,-2608,956983.8609300797,933.829865138834,87.5098493708395,791.245683669199
Fixed Maturity 2027 Bond Fund,2015-09-11,Reliance Industries Ltd.,8716,1705,983651.1936496862,991.6630068317846,562.397081783425,498.249280549644
European High Yield Bond Fund,2015-09-10,"Samsung Electronics Co., Ltd.",4404,1790,210049.79595649772,434.1468327903589,191.67374520399198,51.004431652736365
Fixed Maturity 2027 Bond Fund,2015-09-09,Deutsche Telekom AG,5492,-2323,157151.1801054455,158.79206323558432,686.7137992559868,206.28223482288436
Community Savings Bond Fund,2015-09-08,Mercedes-Benz Group AG,3343,-3599,359423.7982392298,203.89226913423104,613.9839984712329,646.5621667876438
Global Short Term Credit Fund,2015-09-07,"Samsung Electronics Co., Ltd.",1106,-4183,343715.97247226303,325.19147088119354,973.3176107174947,402.2042592449789
Fixed Maturity 2027 Bond Fund,2015-09-06,China Mobile Ltd.,4154,1203,761996.9539105948,513.8068093956101,936.0288384735614,610.7025459130331
Global Cross Asset Fund,2015-09-05,Sony Group Corp.,5053,4852,449559.0305392589,131.1957994023926,19.27910526289238,556.1611237138467
Global Cross Asset Fund,2015-09-04,Sony Group Corp.,5801,-438,782084.7498771682,308.70069313668336,89.22913586998261,444.2737025013162
European High Yield Bond Fund,2015-09-03,Shell Plc,7139,-277,751225.9660547954,314.71590890908624,771.4429683152656,242.3807412661367
Community Savings Bond Fund,2015-09-02,Petróleo Brasileiro SA,6580,-2562,582527.3258246641,14.044798415065676,688.7866422463161,721.7702918708487
Global Short Term Credit Fund,2015-09-01,Gazprom PJSC,1214,1828,835176.9787442385,360.6270522697288,802.9361425317225,909.9546784538819
International Fixed Duration Fund,2015-08-31,Saudi Arabian Oil Co.,6400,-3790,203691.26908718003,124.9906780838247,274.1467734416404,772.2640817612818
Impact Credit Strategies Fund,2015-08-30,"PetroChina Co., Ltd.",7875,1641,170192.39070390817,435.41426586576523,850.8295410748518,128.83785376092777
Global Short Term Credit Fund,2015-08-29,Reliance Industries Ltd.,5289,-4401,753143.7559176416,204.5713700297116,447.99527726825454,542.5702411147835
Impact Credit Strategies Fund,2015-08-28,Bayerische Motoren Werke AG,5253,480,252349.09153374255,823.8930972962642,269.2893998276973,837.012520541926
Target Maturity 2029 Bond Fund,2015-08-27,"Taiwan Semiconductor Manufacturing Co., Ltd.",9656,-3154,12766.439982180815,89.72009924608533,20.501670109043435,595.0719642826622
Impact Credit Strategies Fund,2015-08-26,Sony Group Corp.,7247,1592,912840.5669580927,867.0038271040181,872.6503944713978,445.1734693044023
Fixed Maturity 2025 Bond Fund,2015-08-25,Mercedes-Benz Group AG,7177,2861,626707.6874527322,584.7213493693523,539.9904107477707,291.70088630687167
Global Cross Asset Fund,2015-08-24,Deutsche Telekom AG,8269,-3113,450488.32102786127,464.0542565663739,975.6282629144728,337.08684308056576
Community Savings Bond Fund,2015-08-23,Pfizer Inc.,3372,-4321,728479.1449089474,554.2448937249711,717.5345756715868,249.73526179703026
Sustainable Retail Fund,2015-08-22,Mercedes-Benz Group AG,7834,-1748,339998.415784133,382.34803788589255,89.61297205488079,203.76918679129798
European High Yield Bond Fund,2015-08-21,Sony Group Corp.,9783,-3165,954129.3965244635,136.3357859420256,592.309274538121,592.9764971326413
Fixed Maturity 2025 Bond Fund,2015-08-20,Tencent Holdings Ltd.,7617,-2823,77934.08605793679,768.2210176259422,26.95329442511402,514.2909555774461
Impact Credit Strategies Fund,2015-08-19,Saudi Arabian Oil Co.,6150,3142,644538.7087557374,928.6324741954514,562.2040356708028,737.4847533658041
Fixed Maturity 2027 Bond Fund,2015-08-18,Deutsche Telekom AG,9102,-4852,779516.5880326608,950.566946888666,356.69964646808995,314.8502419846271
Community Savings Bond Fund,2015-08-17,Pfizer Inc.,5158,-3505,474434.6488145743,674.004391160517,646.862876371578,466.21583977003917
Fixed Maturity 2025 Bond Fund,2015-08-16,China Mobile Ltd.,8727,-3256,757418.6715153755,416.24395225150056,546.1584641838081,683.5665168597658
European High Yield Bond Fund,2015-08-15,"Verizon Communications, Inc.",6206,-3354,927641.2938997836,483.5763626537315,268.7368201803435,963.6014472155152
Global Cross Asset Fund,2015-08-14,Reliance Industries Ltd.,1303,-2005,746553.9616724916,660.3960400194225,170.72710301476576,355.3816976240881
Community Savings Bond Fund,2015-08-13,"AT&T, Inc.",1333,1643,316273.198464948,824.8417913432644,410.6643714783321,305.22678091724146
European High Yield Bond Fund,2015-08-12,Tencent Holdings Ltd.,5506,4864,566227.9109720105,380.8214661676101,986.9679517011085,454.7954872151194
Target Maturity 2029 Bond Fund,2015-08-11,Comcast Corp.,3331,2378,912487.482681027,917.6134125333001,441.34165414377895,726.635223828918
Target Maturity 2029 Bond Fund,2015-08-10,Industrial & Commercial Bank of China Ltd.,5561,3849,454606.74822766776,331.0294333813068,751.2992664440686,961.9347949873512
European High Yield Bond Fund,2015-08-09,Petróleo Brasileiro SA,1079,-1333,684881.5099665577,535.5511775739321,66.403790349317,541.1709600827965
Fixed Maturity 2025 Bond Fund,2015-08-08,"AbbVie, Inc.",4763,4245,470859.57787758374,961.7481820352575,385.07710677322956,814.3158379926236
Community Savings Bond Fund,2015-08-07,Petróleo Brasileiro SA,6196,-4424,130130.71537095854,938.8169262713541,584.5198068270138,469.75580776278343
Fixed Maturity 2025 Bond Fund,2015-08-06,Comcast Corp.,1732,-221,68011.65951751245,698.7876386324717,753.6845481951973,49.458557403185864
International Fixed Duration Fund,2015-08-05,"UnitedHealth Group, Inc.",4976,3187,952751.2200324003,331.3145925302586,533.0998207438895,895.2691961849225
Impact Credit Strategies Fund,2015-08-04,Comcast Corp.,6659,-2028,616416.3556868846,226.8446828521635,520.1425903427735,296.9793117715421
International Fixed Duration Fund,2015-08-03,Pfizer Inc.,2384,2756,112776.76399126666,89.34192178020878,766.2678434711974,147.27898488966616
Equity Diversified Selection Fund,2015-08-02,Intel Corp.,3124,-1052,858864.1728851397,711.5678606919915,320.15484014571126,996.1998788904156
Target Maturity 2029 Bond Fund,2015-08-01,Mercedes-Benz Group AG,7652,1544,527466.2051457051,508.4161870620153,99.70441566267861,353.9250063162662
Global Cross Asset Fund,2015-07-31,"AT&T, Inc.",6283,-2955,774212.7911174746,576.5648170048147,353.67896630723163,145.17289456432562
Global Short Term Credit Fund,2015-07-30,Bayerische Motoren Werke AG,8176,-3373,135488.63366916092,477.66825218648046,167.4062730949403,318.42675665386383
Impact Credit Strategies Fund,2015-07-29,Sony Group Corp.,7605,-3512,907841.3275112902,488.1169692377085,966.284762092099,518.6992505150833
Target Maturity 2029 Bond Fund,2015-07-28,Petróleo Brasileiro SA,6707,4127,594630.0852852054,575.5608830129156,581.7364320019248,97.07751563795696
Fixed Maturity 2025 Bond Fund,2015-07-27,Bayerische Motoren Werke AG,3292,-1437,740878.0739415507,915.1193861142773,452.1344270143424,359.0946260202544
Fixed Maturity 2025 Bond Fund,2015-07-26,Intel Corp.,9376,4906,41065.891136684455,39.07263647336722,912.9313593750016,672.1678585482996
Fixed Maturity 2025 Bond Fund,2015-07-25,"AbbVie, Inc.",1997,-3198,322151.8511970131,803.6204117774307,901.3577734934322,916.7726848545252
Global Cross Asset Fund,2015-07-24,Bayerische Motoren Werke AG,5664,4612,274770.9602514576,396.61109795268305,421.54030628346754,403.4633077145412
International Fixed Duration Fund,2015-07-23,Reliance Industries Ltd.,3357,-1409,950099.0453349921,747.4750246101697,875.9800886273122,568.9186032874647
Global Short Term Credit Fund,2015-07-22,China Mobile Ltd.,6491,-1480,193485.1831915327,949.0410659519129,73.38567381158218,639.7015779672746
Fixed Maturity 2025 Bond Fund,2015-07-21,"Taiwan Semiconductor Manufacturing Co., Ltd.",2679,896,709981.2094469516,313.2241235910718,886.8619538792213,80.04594454445065
Sustainable Retail Fund,2015-07-20,Pfizer Inc.,6715,2643,52326.002371800096,98.65909037636094,317.47769326987736,348.80279196608404
Equity Diversified Selection Fund,2015-07-19,Gazprom PJSC,5886,2041,205707.24483729617,239.9754519517764,569.471061497215,687.411475010888
Impact Credit Strategies Fund,2015-07-18,Petróleo Brasileiro SA,8440,-1689,345211.38071180927,229.871902801437,276.99169743966706,738.3044756253379
Community Savings Bond Fund,2015-07-17,Bayerische Motoren Werke AG,7821,-2695,796560.7893959943,744.4309232856515,984.951561597646,362.3925890720894
Sustainable Retail Fund,2015-07-16,"Verizon Communications, Inc.",4527,2875,792076.8142611823,71.2395999078662,81.06218350291742,16.668887846305704
Global Short Term Credit Fund,2015-07-15,"Verizon Communications, Inc.",7813,-3033,953075.8431257303,60.42424405717643,452.4857339128446,16.796944244953934
Global Cross Asset Fund,2015-07-14,Intel Corp.,3745,3009,917599.827640216,696.6725085389976,624.7782732852256,542.7388175494525
Global Short Term Credit Fund,2015-07-13,"AbbVie, Inc.",5090,462,90699.44909456618,561.1524880272635,619.4561298139175,555.9710375671306
Community Savings Bond Fund,2015-07-12,"UnitedHealth Group, Inc.",7158,1897,831569.0449232489,423.5898693947714,741.3708058671955,560.1622380539519
Impact Credit Strategies Fund,2015-07-11,Intel Corp.,9561,-1542,456661.8437446166,579.6147229072748,727.1711730588227,724.5355351720809
Community Savings Bond Fund,2015-07-10,Petróleo Brasileiro SA,8471,3585,867227.2298224361,737.8954269089526,795.2112781483005,922.0567017371951
European High Yield Bond Fund,2015-07-09,Petróleo Brasileiro SA,4743,-222,98393.38901581927,112.43665897971151,241.9445353947947,990.2685056570057
Impact Credit Strategies Fund,2015-07-08,"Samsung Electronics Co., Ltd.",8008,-1270,824541.4104922622,557.7535518211331,376.8014284678756,704.0560870786301
Global Short Term Credit Fund,2015-07-07,"AbbVie, Inc.",4324,-635,168046.09381076656,826.1726645851622,388.21278482046995,518.8587304477251
Fixed Maturity 2025 Bond Fund,2015-07-06,Sony Group Corp.,9632,2547,340503.2137686488,368.80487887252923,956.2812643010407,149.58485033711165
Global Short Term Credit Fund,2015-07-05,Pfizer Inc.,4257,-4973,38559.91628712145,765.3878077464127,415.2187385143562,390.3334276058362
Global Short Term Credit Fund,2015-07-04,Reliance Industries Ltd.,1226,-1509,132490.80730526714,846.966630755044,229.65051859763014,576.732099023082
Impact Credit Strategies Fund,2015-07-03,Comcast Corp.,3401,1423,451268.62655825884,822.7198999019325,636.0209821278332,999.8103963620272
Equity Diversified Selection Fund,2015-07-02,Mercedes-Benz Group AG,5718,301,820154.9522781257,653.8528379660025,432.994245676976,135.7118070849487
European High Yield Bond Fund,2015-07-01,Petróleo Brasileiro SA,2024,1160,775933.0736513992,720.1710732124941,257.5792624845908,795.1457064420206
Global Short Term Credit Fund,2015-06-30,Mercedes-Benz Group AG,6672,-3827,242944.7841585501,789.7984289076331,717.9841197136192,998.9507963061899
Sustainable Retail Fund,2015-06-29,"PetroChina Co., Ltd.",8727,-4662,160173.54457858816,736.3722164026557,200.00603378125118,807.2383701413552
Target Maturity 2029 Bond Fund,2015-06-28,"AbbVie, Inc.",6280,4260,395370.82835195237,457.1633606637129,637.0205002527549,769.4727179607379
Fixed Maturity 2027 Bond Fund,2015-06-27,Comcast Corp.,1870,-4159,884435.6637407559,167.52973344323598,436.2254026397063,266.0943256934082
Fixed Maturity 2027 Bond Fund,2015-06-26,Gazprom PJSC,4199,-4707,100510.82342137313,316.63329388667194,325.97549268736543,13.328882089283667
Global Short Term Credit Fund,2015-06-25,Deutsche Telekom AG,2745,4514,547484.8702409067,215.1740966196376,946.5224448124281,233.72721721887876
Sustainable Retail Fund,2015-06-24,"UnitedHealth Group, Inc.",6270,1558,97919.40460901149,367.82971278175216,331.1634327366321,791.9021139231564
Equity Diversified Selection Fund,2015-06-23,"Verizon Communications, Inc.",9635,-3353,475509.99995259655,494.4377693806039,354.03230040846853,116.20838658008967
Fixed Maturity 2025 Bond Fund,2015-06-22,Bayerische Motoren Werke AG,6886,-102,135523.59703937246,959.4562050169035,871.9319804918392,303.157191076055
Global Cross Asset Fund,2015-06-21,Pfizer Inc.,6590,-474,89533.56564937114,959.8681670393701,137.7529292467383,566.8802182700505
Global Cross Asset Fund,2015-06-20,Bayerische Motoren Werke AG,8897,614,198940.83973294892,771.892635707688,116.98806214960045,584.0121974366126
Impact Credit Strategies Fund,2015-06-19,TotalEnergies SE,9664,-1199,262703.45917507855,980.3388854797071,289.88070624365747,547.5588035408446
Fixed Maturity 2027 Bond Fund,2015-06-18,Deutsche Telekom AG,9271,3280,283502.72534011054,998.0356576662145,595.7195640417152,981.0746604207958
Global Short Term Credit Fund,2015-06-17,"PetroChina Co., Ltd.",6158,2376,648815.2677748594,886.4041803206569,390.4571585090366,22.16273969438818
Global Cross Asset Fund,2015-06-16,Shell Plc,9431,-4101,64432.05686665245,88.70854737407666,612.4689360273184,492.7225249784815
Global Short Term Credit Fund,2015-06-15,Mercedes-Benz Group AG,1589,-1523,90000.9693063105,431.7836624296193,168.1531247339903,509.3764141245618
